city,date,temperature,humidity,wind_speed,pressure,rainfall
Islamabad,2026-04-20 15:00:00,32.3,22,15.5,1006.0,0.0
Islamabad,2026-04-20 16:00:00,31.6,24,17.3,1006.0,0.0
Islamabad,2026-04-20 17:00:00,30.4,28,16.6,1006.0,0.0
Islamabad,2026-04-20 18:00:00,27.3,35,11.5,1006.0,0.0
Islamabad,2026-04-20 19:00:00,24.7,36,10.1,1007.0,0.0
Islamabad,2026-04-20 20:00:00,24.1,37,9.4,1007.0,0.0
Islamabad,2026-04-20 21:00:00,23.1,39,10.8,1007.0,0.0
Islamabad,2026-04-20 22:00:00,22.2,42,10.4,1008.0,0.0
Islamabad,2026-04-20 23:00:00,21.7,42,9.7,1008.0,0.0
Islamabad,2026-04-21 00:00:00,21.5,38,9.0,1007.0,0.0
Islamabad,2026-04-21 01:00:00,21.0,38,9.4,1007.0,0.0
Islamabad,2026-04-21 02:00:00,20.4,38,8.6,1007.0,0.0
Islamabad,2026-04-21 03:00:00,20.1,37,8.6,1006.0,0.0
Islamabad,2026-04-21 04:00:00,19.8,36,8.6,1006.0,0.0
Islamabad,2026-04-21 05:00:00,19.4,36,7.9,1006.0,0.0
Islamabad,2026-04-21 06:00:00,19.4,37,7.2,1006.0,0.0
Islamabad,2026-04-21 07:00:00,22.5,34,6.1,1007.0,0.0
Islamabad,2026-04-21 08:00:00,26.4,28,7.6,1008.0,0.0
Islamabad,2026-04-21 09:00:00,28.9,23,9.0,1008.0,0.0
Islamabad,2026-04-21 10:00:00,31.0,20,7.2,1007.0,0.0
Islamabad,2026-04-21 11:00:00,32.6,18,7.6,1007.0,0.0
Islamabad,2026-04-21 12:00:00,33.9,16,10.1,1006.0,0.0
Islamabad,2026-04-21 13:00:00,34.5,15,11.5,1006.0,0.0
Islamabad,2026-04-21 14:00:00,34.8,15,13.3,1005.0,0.0
Islamabad,2026-04-21 15:00:00,34.6,15,16.2,1004.0,0.0
Islamabad,2026-04-21 16:00:00,34.1,16,18.4,1004.0,0.0
Islamabad,2026-04-21 17:00:00,33.0,18,19.1,1004.0,0.0
Islamabad,2026-04-21 18:00:00,29.7,24,11.9,1004.0,0.0
Islamabad,2026-04-21 19:00:00,26.2,25,9.7,1005.0,0.0
Islamabad,2026-04-21 20:00:00,25.3,26,8.3,1006.0,0.0
Islamabad,2026-04-21 21:00:00,24.7,26,8.6,1006.0,0.0
Islamabad,2026-04-21 22:00:00,24.1,27,9.0,1006.0,0.0
Islamabad,2026-04-21 23:00:00,23.5,28,9.0,1006.0,0.0
Islamabad,2026-04-22 00:00:00,23.8,30,8.3,1006.0,0.0
Islamabad,2026-04-22 01:00:00,23.4,30,8.3,1006.0,0.0
Islamabad,2026-04-22 02:00:00,23.3,30,8.3,1005.0,0.0
Islamabad,2026-04-22 03:00:00,22.6,31,7.9,1005.0,0.0
Islamabad,2026-04-22 04:00:00,21.8,32,6.8,1005.0,0.0
Islamabad,2026-04-22 05:00:00,21.2,33,6.5,1005.0,0.0
Islamabad,2026-04-22 06:00:00,21.2,35,6.5,1006.0,0.0
Islamabad,2026-04-22 07:00:00,24.5,33,6.5,1006.0,0.0
Islamabad,2026-04-22 08:00:00,28.5,26,5.4,1006.0,0.0
Islamabad,2026-04-22 09:00:00,30.8,23,4.7,1006.0,0.0
Islamabad,2026-04-22 10:00:00,32.6,21,8.3,1006.0,0.0
Islamabad,2026-04-22 11:00:00,33.9,19,9.4,1006.0,0.0
Islamabad,2026-04-22 12:00:00,34.8,17,9.4,1005.0,0.0
Islamabad,2026-04-22 13:00:00,35.6,16,12.2,1004.0,0.0
Islamabad,2026-04-22 14:00:00,35.7,16,14.4,1004.0,0.0
Islamabad,2026-04-22 15:00:00,35.4,17,13.7,1003.0,0.0
Islamabad,2026-04-22 16:00:00,35.0,17,13.0,1003.0,0.0
Islamabad,2026-04-22 17:00:00,34.2,19,10.4,1003.0,0.0
Islamabad,2026-04-22 18:00:00,31.0,25,9.0,1003.0,0.0
Islamabad,2026-04-22 19:00:00,27.5,26,6.5,1003.0,0.0
Islamabad,2026-04-22 20:00:00,26.7,27,6.1,1004.0,0.0
Islamabad,2026-04-22 21:00:00,26.0,28,7.6,1005.0,0.0
Islamabad,2026-04-22 22:00:00,25.5,29,8.6,1005.0,0.0
Islamabad,2026-04-22 23:00:00,25.0,30,9.0,1005.0,0.0
Islamabad,2026-04-23 00:00:00,24.5,33,9.7,1006.0,0.0
Islamabad,2026-04-23 01:00:00,24.2,33,10.4,1005.0,0.0
Islamabad,2026-04-23 02:00:00,23.9,34,10.8,1005.0,0.0
Islamabad,2026-04-23 03:00:00,23.7,34,10.8,1004.0,0.0
Islamabad,2026-04-23 04:00:00,23.3,35,10.8,1004.0,0.0
Islamabad,2026-04-23 05:00:00,22.7,35,9.4,1004.0,0.0
Islamabad,2026-04-23 06:00:00,22.5,37,9.0,1005.0,0.0
Islamabad,2026-04-23 07:00:00,24.7,38,8.6,1005.0,0.0
Islamabad,2026-04-23 08:00:00,28.5,32,7.9,1006.0,0.0
Islamabad,2026-04-23 09:00:00,29.9,31,10.1,1006.0,0.0
Islamabad,2026-04-23 10:00:00,32.2,27,10.4,1006.0,0.0
Islamabad,2026-04-23 11:00:00,34.0,24,13.0,1006.0,0.0
Islamabad,2026-04-23 12:00:00,35.1,22,14.4,1006.0,0.0
Islamabad,2026-04-23 13:00:00,35.6,22,15.5,1005.0,0.0
Islamabad,2026-04-23 14:00:00,35.7,21,15.8,1005.0,0.0
Islamabad,2026-04-23 15:00:00,35.6,21,16.9,1004.0,0.0
Islamabad,2026-04-23 16:00:00,34.9,22,16.6,1004.0,0.0
Islamabad,2026-04-23 17:00:00,33.9,25,13.3,1004.0,0.0
Islamabad,2026-04-23 18:00:00,30.9,31,9.7,1004.0,0.0
Islamabad,2026-04-23 19:00:00,28.5,32,8.6,1004.0,0.0
Islamabad,2026-04-23 20:00:00,27.8,32,10.1,1005.0,0.0
Islamabad,2026-04-23 21:00:00,27.2,34,9.7,1005.0,0.0
Islamabad,2026-04-23 22:00:00,26.3,35,9.7,1005.0,0.0
Islamabad,2026-04-23 23:00:00,25.7,37,9.4,1006.0,0.0
Islamabad,2026-04-24 00:00:00,24.2,41,11.9,1006.0,0.0
Islamabad,2026-04-24 01:00:00,23.9,42,17.3,1006.0,0.0
Islamabad,2026-04-24 02:00:00,23.3,44,13.3,1006.0,0.0
Islamabad,2026-04-24 03:00:00,22.9,44,9.7,1005.0,0.0
Islamabad,2026-04-24 04:00:00,22.6,45,10.8,1005.0,0.0
Islamabad,2026-04-24 05:00:00,21.8,47,10.8,1006.0,0.0
Islamabad,2026-04-24 06:00:00,21.5,49,10.1,1006.0,0.0
Islamabad,2026-04-24 07:00:00,24.5,45,11.2,1007.0,0.0
Islamabad,2026-04-24 08:00:00,27.8,38,11.2,1007.0,0.0
Islamabad,2026-04-24 09:00:00,29.7,33,9.4,1007.0,0.0
Islamabad,2026-04-24 10:00:00,32.1,28,8.3,1007.0,0.0
Islamabad,2026-04-24 11:00:00,33.9,25,9.7,1006.0,0.0
Islamabad,2026-04-24 12:00:00,35.2,23,11.5,1006.0,0.0
Islamabad,2026-04-24 13:00:00,36.0,21,14.4,1005.0,0.0
Islamabad,2026-04-24 14:00:00,36.3,20,14.8,1004.0,0.0
Islamabad,2026-04-24 15:00:00,36.4,20,14.8,1003.0,0.0
Islamabad,2026-04-24 16:00:00,35.7,21,16.2,1003.0,0.0
Islamabad,2026-04-24 17:00:00,34.3,25,14.4,1003.0,0.0
Islamabad,2026-04-24 18:00:00,31.3,31,12.6,1003.0,0.0
Islamabad,2026-04-24 19:00:00,27.9,34,9.4,1004.0,0.0
Islamabad,2026-04-24 20:00:00,27.4,35,10.4,1005.0,0.0
Islamabad,2026-04-24 21:00:00,26.9,36,11.5,1007.0,0.0
Islamabad,2026-04-24 22:00:00,27.4,36,18.7,1007.0,0.0
Islamabad,2026-04-24 23:00:00,26.6,40,19.8,1007.0,0.0
Islamabad,2026-04-25 00:00:00,21.3,60,7.9,1008.0,0.6
Islamabad,2026-04-25 01:00:00,20.6,62,7.9,1008.0,0.3
Islamabad,2026-04-25 02:00:00,20.6,60,7.2,1008.0,0.1
Islamabad,2026-04-25 03:00:00,19.8,64,6.5,1008.0,0.1
Islamabad,2026-04-25 04:00:00,19.9,62,8.6,1008.0,0.0
Islamabad,2026-04-25 05:00:00,20.1,60,8.6,1008.0,0.0
Islamabad,2026-04-25 06:00:00,20.5,57,9.0,1009.0,0.0
Islamabad,2026-04-25 07:00:00,23.7,51,8.3,1009.0,0.0
Islamabad,2026-04-25 08:00:00,26.9,41,7.6,1009.0,0.0
Islamabad,2026-04-25 09:00:00,29.4,34,6.8,1010.0,0.0
Islamabad,2026-04-25 10:00:00,31.4,30,6.1,1009.0,0.0
Islamabad,2026-04-25 11:00:00,33.2,26,9.4,1009.0,0.0
Islamabad,2026-04-25 12:00:00,34.3,24,9.7,1008.0,0.0
Islamabad,2026-04-25 13:00:00,35.1,23,10.8,1008.0,0.0
Islamabad,2026-04-25 14:00:00,35.5,21,10.8,1007.0,0.0
Islamabad,2026-04-25 15:00:00,35.7,20,12.6,1006.0,0.0
Islamabad,2026-04-25 16:00:00,35.3,20,16.2,1006.0,0.0
Islamabad,2026-04-25 17:00:00,34.3,22,18.0,1005.0,0.0
Islamabad,2026-04-25 18:00:00,31.9,28,15.5,1006.0,0.0
Islamabad,2026-04-25 19:00:00,27.7,31,12.6,1006.0,0.0
Islamabad,2026-04-25 20:00:00,26.7,32,10.4,1007.0,0.0
Islamabad,2026-04-25 21:00:00,26.1,33,9.4,1007.0,0.0
Islamabad,2026-04-25 22:00:00,25.3,34,7.9,1007.0,0.0
Islamabad,2026-04-25 23:00:00,24.7,36,8.3,1007.0,0.0
Sialkot,2026-04-19 00:00:00,25.7,38,13.0,1006.0,0.0
Sialkot,2026-04-19 01:00:00,25.5,43,20.9,1006.0,0.0
Sialkot,2026-04-19 02:00:00,24.3,51,22.0,1006.0,0.2
Sialkot,2026-04-19 03:00:00,24.7,48,33.8,1006.0,0.1
Sialkot,2026-04-19 04:00:00,24.3,48,33.5,1006.0,0.1
Sialkot,2026-04-19 05:00:00,23.2,50,30.2,1006.0,0.0
Sialkot,2026-04-19 06:00:00,22.9,51,18.7,1006.0,0.1
Sialkot,2026-04-19 07:00:00,23.8,50,15.8,1006.0,0.0
Sialkot,2026-04-19 08:00:00,25.6,46,16.6,1006.0,0.0
Sialkot,2026-04-19 09:00:00,28.8,35,16.9,1006.0,0.0
Sialkot,2026-04-19 10:00:00,30.8,30,14.0,1006.0,0.0
Sialkot,2026-04-19 11:00:00,32.6,25,11.2,1006.0,0.0
Sialkot,2026-04-19 12:00:00,33.9,22,9.4,1005.0,0.0
Sialkot,2026-04-19 13:00:00,35.4,19,8.3,1004.0,0.0
Sialkot,2026-04-19 14:00:00,34.3,21,21.6,1004.0,0.0
Sialkot,2026-04-19 15:00:00,27.5,39,29.9,1005.0,0.0
Sialkot,2026-04-19 16:00:00,28.3,35,17.6,1004.0,0.0
Sialkot,2026-04-19 17:00:00,28.5,34,16.2,1005.0,0.0
Sialkot,2026-04-19 18:00:00,27.1,38,18.0,1004.0,0.0
Sialkot,2026-04-19 19:00:00,25.2,42,7.2,1005.0,0.0
Sialkot,2026-04-19 20:00:00,24.7,42,7.2,1006.0,0.0
Sialkot,2026-04-19 21:00:00,22.9,47,11.5,1007.0,0.0
Sialkot,2026-04-19 22:00:00,22.3,49,9.4,1007.0,0.0
Sialkot,2026-04-19 23:00:00,22.8,47,12.2,1007.0,0.0
Sialkot,2026-04-20 00:00:00,23.4,42,10.8,1008.0,0.0
Sialkot,2026-04-20 01:00:00,23.1,42,10.1,1007.0,0.0
Sialkot,2026-04-20 02:00:00,22.6,41,9.7,1007.0,0.0
Sialkot,2026-04-20 03:00:00,22.1,40,11.9,1007.0,0.0
Sialkot,2026-04-20 04:00:00,22.0,40,11.5,1006.0,0.0
Sialkot,2026-04-20 05:00:00,21.7,42,11.2,1006.0,0.0
Sialkot,2026-04-20 06:00:00,21.9,42,10.8,1007.0,0.0
Sialkot,2026-04-20 07:00:00,24.8,36,9.7,1007.0,0.0
Sialkot,2026-04-20 08:00:00,28.4,28,10.8,1007.0,0.0
Sialkot,2026-04-20 09:00:00,31.5,23,11.2,1008.0,0.0
Sialkot,2026-04-20 10:00:00,33.9,20,11.5,1007.0,0.0
Sialkot,2026-04-20 11:00:00,36.0,17,13.3,1006.0,0.0
Sialkot,2026-04-20 12:00:00,37.3,14,14.4,1005.0,0.0
Sialkot,2026-04-20 13:00:00,38.1,12,15.5,1004.0,0.0
Sialkot,2026-04-20 14:00:00,38.3,12,18.7,1003.0,0.0
Sialkot,2026-04-20 15:00:00,38.1,11,21.6,1003.0,0.0
Sialkot,2026-04-20 16:00:00,37.3,12,22.0,1002.0,0.0
Sialkot,2026-04-20 17:00:00,36.3,13,22.0,1003.0,0.0
Sialkot,2026-04-20 18:00:00,33.9,16,18.4,1003.0,0.0
Sialkot,2026-04-20 19:00:00,30.6,20,16.9,1004.0,0.0
Sialkot,2026-04-20 20:00:00,28.8,23,14.4,1004.0,0.0
Sialkot,2026-04-20 21:00:00,27.8,26,14.0,1005.0,0.0
Sialkot,2026-04-20 22:00:00,27.3,29,12.6,1005.0,0.0
Sialkot,2026-04-20 23:00:00,26.6,30,11.9,1005.0,0.0
Sialkot,2026-04-21 00:00:00,25.2,29,12.2,1005.0,0.0
Sialkot,2026-04-21 01:00:00,24.4,29,11.2,1004.0,0.0
Sialkot,2026-04-21 02:00:00,23.8,30,8.3,1004.0,0.0
Sialkot,2026-04-21 03:00:00,23.0,32,7.9,1004.0,0.0
Sialkot,2026-04-21 04:00:00,22.7,34,5.0,1004.0,0.0
Sialkot,2026-04-21 05:00:00,22.3,35,5.8,1004.0,0.0
Sialkot,2026-04-21 06:00:00,22.5,36,6.5,1005.0,0.0
Sialkot,2026-04-21 07:00:00,25.4,31,5.0,1005.0,0.0
Sialkot,2026-04-21 08:00:00,28.7,26,4.3,1006.0,0.0
Sialkot,2026-04-21 09:00:00,31.5,21,6.1,1006.0,0.0
Sialkot,2026-04-21 10:00:00,34.3,18,5.0,1006.0,0.0
Sialkot,2026-04-21 11:00:00,36.6,15,3.2,1005.0,0.0
Sialkot,2026-04-21 12:00:00,37.9,12,4.3,1005.0,0.0
Sialkot,2026-04-21 13:00:00,38.3,11,6.5,1004.0,0.0
Sialkot,2026-04-21 14:00:00,38.5,10,9.4,1003.0,0.0
Sialkot,2026-04-21 15:00:00,38.6,9,11.2,1002.0,0.0
Sialkot,2026-04-21 16:00:00,38.4,9,11.2,1002.0,0.0
Sialkot,2026-04-21 17:00:00,37.6,10,12.6,1002.0,0.0
Sialkot,2026-04-21 18:00:00,34.3,13,10.4,1002.0,0.0
Sialkot,2026-04-21 19:00:00,31.4,15,10.4,1002.0,0.0
Sialkot,2026-04-21 20:00:00,29.9,17,13.3,1003.0,0.0
Sialkot,2026-04-21 21:00:00,28.7,19,13.3,1004.0,0.0
Sialkot,2026-04-21 22:00:00,27.7,21,12.2,1004.0,0.0
Sialkot,2026-04-21 23:00:00,26.9,23,10.8,1004.0,0.0
Sialkot,2026-04-22 00:00:00,26.8,22,9.0,1004.0,0.0
Sialkot,2026-04-22 01:00:00,26.1,24,9.0,1003.0,0.0
Sialkot,2026-04-22 02:00:00,25.9,25,7.6,1003.0,0.0
Sialkot,2026-04-22 03:00:00,25.4,27,7.2,1003.0,0.0
Sialkot,2026-04-22 04:00:00,24.4,29,5.0,1003.0,0.0
Sialkot,2026-04-22 05:00:00,23.7,31,4.7,1003.0,0.0
Sialkot,2026-04-22 06:00:00,24.0,32,4.3,1004.0,0.0
Sialkot,2026-04-22 07:00:00,27.1,27,4.3,1004.0,0.0
Sialkot,2026-04-22 08:00:00,30.2,23,4.7,1005.0,0.0
Sialkot,2026-04-22 09:00:00,33.1,19,4.3,1005.0,0.0
Sialkot,2026-04-22 10:00:00,35.6,16,0.7,1005.0,0.0
Sialkot,2026-04-22 11:00:00,37.4,14,3.6,1004.0,0.0
Sialkot,2026-04-22 12:00:00,38.2,12,7.6,1004.0,0.0
Sialkot,2026-04-22 13:00:00,39.0,10,9.4,1003.0,0.0
Sialkot,2026-04-22 14:00:00,39.8,10,11.2,1002.0,0.0
Sialkot,2026-04-22 15:00:00,40.0,9,11.9,1001.0,0.0
Sialkot,2026-04-22 16:00:00,39.7,10,12.2,1001.0,0.0
Sialkot,2026-04-22 17:00:00,39.0,11,12.2,1001.0,0.0
Sialkot,2026-04-22 18:00:00,35.6,15,8.6,1001.0,0.0
Sialkot,2026-04-22 19:00:00,32.8,16,7.9,1001.0,0.0
Sialkot,2026-04-22 20:00:00,31.6,18,8.6,1002.0,0.0
Sialkot,2026-04-22 21:00:00,30.5,19,10.8,1002.0,0.0
Sialkot,2026-04-22 22:00:00,29.5,21,11.2,1003.0,0.0
Sialkot,2026-04-22 23:00:00,28.6,22,10.8,1003.0,0.0
Sialkot,2026-04-23 00:00:00,27.5,29,10.4,1003.0,0.0
Sialkot,2026-04-23 01:00:00,26.9,31,10.1,1003.0,0.0
Sialkot,2026-04-23 02:00:00,26.3,32,9.0,1002.0,0.0
Sialkot,2026-04-23 03:00:00,25.9,32,7.6,1002.0,0.0
Sialkot,2026-04-23 04:00:00,25.2,33,2.9,1002.0,0.0
Sialkot,2026-04-23 05:00:00,24.8,34,1.4,1003.0,0.0
Sialkot,2026-04-23 06:00:00,25.3,34,3.6,1003.0,0.0
Sialkot,2026-04-23 07:00:00,28.0,30,7.2,1004.0,0.0
Sialkot,2026-04-23 08:00:00,31.0,25,6.5,1004.0,0.0
Sialkot,2026-04-23 09:00:00,33.7,21,4.0,1005.0,0.0
Sialkot,2026-04-23 10:00:00,36.2,18,4.0,1005.0,0.0
Sialkot,2026-04-23 11:00:00,37.9,16,7.6,1004.0,0.0
Sialkot,2026-04-23 12:00:00,39.4,14,10.4,1004.0,0.0
Sialkot,2026-04-23 13:00:00,40.6,13,12.2,1003.0,0.0
Sialkot,2026-04-23 14:00:00,41.3,12,14.0,1002.0,0.0
Sialkot,2026-04-23 15:00:00,41.0,13,15.8,1001.0,0.0
Sialkot,2026-04-23 16:00:00,40.5,13,16.9,1001.0,0.0
Sialkot,2026-04-23 17:00:00,39.6,14,15.8,1000.0,0.0
Sialkot,2026-04-23 18:00:00,36.7,18,12.2,1001.0,0.0
Sialkot,2026-04-23 19:00:00,33.9,21,15.1,1001.0,0.0
Sialkot,2026-04-23 20:00:00,32.3,24,15.1,1002.0,0.0
Sialkot,2026-04-23 21:00:00,31.3,26,13.3,1002.0,0.0
Sialkot,2026-04-23 22:00:00,30.6,27,11.5,1002.0,0.0
Sialkot,2026-04-23 23:00:00,29.9,28,11.2,1002.0,0.0
Sialkot,2026-04-24 00:00:00,29.8,26,10.8,1002.0,0.0
Sialkot,2026-04-24 01:00:00,28.9,29,8.6,1002.0,0.0
Sialkot,2026-04-24 02:00:00,28.2,31,11.5,1003.0,0.0
Sialkot,2026-04-24 03:00:00,28.1,32,11.2,1003.0,0.0
Sialkot,2026-04-24 04:00:00,28.7,32,11.2,1003.0,0.0
Sialkot,2026-04-24 05:00:00,28.8,31,12.2,1003.0,0.0
Sialkot,2026-04-24 06:00:00,28.0,32,9.7,1003.0,0.0
Sialkot,2026-04-24 07:00:00,30.6,27,7.6,1004.0,0.0
Sialkot,2026-04-24 08:00:00,34.1,21,5.0,1004.0,0.0
Sialkot,2026-04-24 09:00:00,37.1,17,2.2,1004.0,0.0
Sialkot,2026-04-24 10:00:00,39.5,15,4.7,1004.0,0.0
Sialkot,2026-04-24 11:00:00,40.6,13,10.1,1004.0,0.0
Sialkot,2026-04-24 12:00:00,41.6,12,15.8,1003.0,0.0
Sialkot,2026-04-24 13:00:00,41.9,12,21.2,1002.0,0.0
Sialkot,2026-04-24 14:00:00,41.7,12,21.2,1001.0,0.0
Sialkot,2026-04-24 15:00:00,41.7,12,18.7,1001.0,0.0
Sialkot,2026-04-24 16:00:00,41.4,12,17.6,1000.0,0.0
Sialkot,2026-04-24 17:00:00,40.7,12,18.0,1000.0,0.0
Sialkot,2026-04-24 18:00:00,38.4,14,15.8,1000.0,0.0
Sialkot,2026-04-24 19:00:00,34.6,17,14.0,1001.0,0.0
Sialkot,2026-04-24 20:00:00,33.7,19,14.4,1002.0,0.0
Sialkot,2026-04-24 21:00:00,32.4,22,14.0,1003.0,0.0
Sialkot,2026-04-24 22:00:00,30.9,25,14.0,1004.0,0.0
Sialkot,2026-04-24 23:00:00,29.8,27,11.9,1004.0,0.0
Sialkot,2026-04-25 00:00:00,28.1,37,22.7,1005.0,1.3
Sialkot,2026-04-25 01:00:00,27.1,45,21.6,1005.0,0.0
Sialkot,2026-04-25 02:00:00,26.7,47,11.2,1005.0,0.1
Sialkot,2026-04-25 03:00:00,26.0,50,12.2,1005.0,0.0
Sialkot,2026-04-25 04:00:00,25.6,49,8.6,1006.0,0.0
Sialkot,2026-04-25 05:00:00,25.7,46,10.1,1006.0,0.0
Sialkot,2026-04-25 06:00:00,26.2,44,9.0,1006.0,0.0
Sialkot,2026-04-25 07:00:00,28.5,38,13.0,1007.0,0.0
Sialkot,2026-04-25 08:00:00,32.1,28,15.5,1007.0,0.0
Sialkot,2026-04-25 09:00:00,34.8,23,11.5,1007.0,0.0
Sialkot,2026-04-25 10:00:00,37.3,19,10.4,1006.0,0.0
Sialkot,2026-04-25 11:00:00,39.8,16,4.3,1006.0,0.0
Sialkot,2026-04-25 12:00:00,41.3,14,1.4,1005.0,0.0
Sialkot,2026-04-25 13:00:00,41.4,14,6.5,1005.0,0.0
Sialkot,2026-04-25 14:00:00,41.3,13,10.8,1004.0,0.0
Sialkot,2026-04-25 15:00:00,41.7,13,14.8,1003.0,0.0
Sialkot,2026-04-25 16:00:00,41.2,13,19.4,1002.0,0.0
Sialkot,2026-04-25 17:00:00,40.2,14,21.2,1002.0,0.0
Sialkot,2026-04-25 18:00:00,38.3,16,19.1,1002.0,0.0
Sialkot,2026-04-25 19:00:00,34.5,20,13.3,1003.0,0.0
Sialkot,2026-04-25 20:00:00,32.8,22,13.0,1004.0,0.0
Sialkot,2026-04-25 21:00:00,32.0,23,12.6,1004.0,0.0
Sialkot,2026-04-25 22:00:00,30.9,25,12.2,1005.0,0.0
Sialkot,2026-04-25 23:00:00,29.4,29,12.6,1005.0,0.0
Peshawar,2026-04-19 00:00:00,21.5,70,7.9,1010.0,0.0
Peshawar,2026-04-19 01:00:00,20.9,69,6.8,1010.0,0.0
Peshawar,2026-04-19 02:00:00,20.4,69,7.2,1009.0,0.0
Peshawar,2026-04-19 03:00:00,20.1,69,2.9,1009.0,0.0
Peshawar,2026-04-19 04:00:00,20.1,69,2.2,1009.0,0.0
Peshawar,2026-04-19 05:00:00,19.9,70,3.6,1009.0,0.0
Peshawar,2026-04-19 06:00:00,19.9,70,4.7,1010.0,0.0
Peshawar,2026-04-19 07:00:00,20.5,67,6.8,1010.0,0.0
Peshawar,2026-04-19 08:00:00,21.7,61,5.0,1010.0,0.0
Peshawar,2026-04-19 09:00:00,22.9,56,4.3,1010.0,0.0
Peshawar,2026-04-19 10:00:00,24.5,50,3.6,1010.0,0.0
Peshawar,2026-04-19 11:00:00,26.1,47,4.0,1009.0,0.0
Peshawar,2026-04-19 12:00:00,27.4,43,1.8,1009.0,0.0
Peshawar,2026-04-19 13:00:00,28.5,40,1.1,1008.0,0.0
Peshawar,2026-04-19 14:00:00,29.3,37,0.4,1007.0,0.0
Peshawar,2026-04-19 15:00:00,29.7,36,2.5,1006.0,0.0
Peshawar,2026-04-19 16:00:00,29.8,36,2.5,1006.0,0.0
Peshawar,2026-04-19 17:00:00,29.6,36,4.3,1006.0,0.0
Peshawar,2026-04-19 18:00:00,28.9,40,4.3,1006.0,0.0
Peshawar,2026-04-19 19:00:00,27.0,44,1.1,1006.0,0.0
Peshawar,2026-04-19 20:00:00,26.3,46,2.9,1007.0,0.0
Peshawar,2026-04-19 21:00:00,25.5,47,3.2,1007.0,0.0
Peshawar,2026-04-19 22:00:00,24.5,50,4.0,1008.0,0.4
Peshawar,2026-04-19 23:00:00,23.1,55,4.0,1008.0,0.8
Peshawar,2026-04-20 00:00:00,24.0,45,4.0,1008.0,0.0
Peshawar,2026-04-20 01:00:00,23.3,47,5.0,1008.0,0.0
Peshawar,2026-04-20 02:00:00,22.6,50,4.7,1009.0,0.0
Peshawar,2026-04-20 03:00:00,22.0,52,4.7,1008.0,0.0
Peshawar,2026-04-20 04:00:00,21.6,53,4.3,1009.0,0.0
Peshawar,2026-04-20 05:00:00,21.2,54,2.5,1009.0,0.0
Peshawar,2026-04-20 06:00:00,21.3,55,2.2,1009.0,0.0
Peshawar,2026-04-20 07:00:00,23.7,49,2.2,1010.0,0.0
Peshawar,2026-04-20 08:00:00,25.1,44,2.5,1010.0,0.0
Peshawar,2026-04-20 09:00:00,26.4,41,4.0,1010.0,0.0
Peshawar,2026-04-20 10:00:00,27.8,38,5.8,1010.0,0.0
Peshawar,2026-04-20 11:00:00,29.3,35,4.3,1009.0,0.0
Peshawar,2026-04-20 12:00:00,30.6,31,3.2,1008.0,0.0
Peshawar,2026-04-20 13:00:00,31.6,28,2.2,1008.0,0.0
Peshawar,2026-04-20 14:00:00,32.3,26,1.4,1007.0,0.0
Peshawar,2026-04-20 15:00:00,32.6,24,2.5,1006.0,0.0
Peshawar,2026-04-20 16:00:00,32.5,23,2.9,1006.0,0.0
Peshawar,2026-04-20 17:00:00,27.0,48,34.2,1007.0,0.1
Peshawar,2026-04-20 18:00:00,25.7,41,19.1,1007.0,0.0
Peshawar,2026-04-20 19:00:00,24.9,43,13.7,1007.0,0.0
Peshawar,2026-04-20 20:00:00,24.7,43,10.1,1007.0,0.0
Peshawar,2026-04-20 21:00:00,24.5,42,7.2,1008.0,0.0
Peshawar,2026-04-20 22:00:00,24.3,41,4.3,1008.0,0.0
Peshawar,2026-04-20 23:00:00,24.0,41,2.2,1008.0,0.0
Peshawar,2026-04-21 00:00:00,24.6,37,3.2,1008.0,0.0
Peshawar,2026-04-21 01:00:00,23.9,38,0.7,1007.0,0.0
Peshawar,2026-04-21 02:00:00,23.3,40,1.8,1007.0,0.0
Peshawar,2026-04-21 03:00:00,22.5,41,4.3,1007.0,0.0
Peshawar,2026-04-21 04:00:00,21.7,42,3.2,1007.0,0.0
Peshawar,2026-04-21 05:00:00,21.3,42,2.9,1006.0,0.0
Peshawar,2026-04-21 06:00:00,21.3,43,3.2,1007.0,0.0
Peshawar,2026-04-21 07:00:00,24.1,40,1.1,1008.0,0.0
Peshawar,2026-04-21 08:00:00,25.9,34,2.9,1008.0,0.0
Peshawar,2026-04-21 09:00:00,27.5,32,3.6,1009.0,0.0
Peshawar,2026-04-21 10:00:00,29.3,29,4.7,1008.0,0.0
Peshawar,2026-04-21 11:00:00,30.8,27,3.6,1008.0,0.0
Peshawar,2026-04-21 12:00:00,32.2,24,3.2,1007.0,0.0
Peshawar,2026-04-21 13:00:00,33.6,22,2.2,1006.0,0.0
Peshawar,2026-04-21 14:00:00,34.5,20,2.9,1006.0,0.0
Peshawar,2026-04-21 15:00:00,34.9,19,6.1,1004.0,0.0
Peshawar,2026-04-21 16:00:00,35.0,18,6.1,1004.0,0.0
Peshawar,2026-04-21 17:00:00,34.9,18,5.0,1004.0,0.0
Peshawar,2026-04-21 18:00:00,33.6,22,5.0,1004.0,0.0
Peshawar,2026-04-21 19:00:00,30.2,24,2.9,1004.0,0.0
Peshawar,2026-04-21 20:00:00,29.3,24,1.8,1005.0,0.0
Peshawar,2026-04-21 21:00:00,28.7,25,1.4,1005.0,0.0
